826,25733,6,526.0,19,0.0,-1
826,47276,3,236.0,14,0.0,-1
826,77012,6,478.0,18,0.0,-1
826,79468,4,229.0,13,0.0,-1
826,87141,4,297.0,20,0.0,-1
826,101385,2,543.0,18,0.0,-1
826,104556,3,549.0,13,0.0,-1
826,111260,14,236.0,17,0.0,-1
826,116923,4,328.0,9,0.0,-1
826,118648,3,313.0,14,0.0,-1
826,228773,4,492.0,16,0.0,-1
826,295435,6,299.0,16,0.0,-1
826,300715,7,314.0,13,0.0,-1
826,302130,4,451.0,16,0.0,-1
826,310637,1,301.0,14,0.0,-1
826,314641,5,315.0,21,0.0,-1
826,338324,5,537.0,8,0.0,-1
826,373545,1,476.0,9,0.0,-1
826,426723,1,223.0,16,0.0,-1
826,447937,1,556.0,11,0.0,-1
826,510474,14,466.0,13,0.0,-1
826,517776,3,242.0,13,0.0,-1
826,533641,0,460.0,8,0.0,-1
826,538977,0,564.0,14,0.0,-1
826,592575,6,444.0,15,0.0,-1
826,600927,3,552.0,17,0.0,-1
826,672626,2,301.0,22,0.0,-1
826,698805,3,318.0,13,0.0,-1
826,700683,4,232.0,18,0.0,-1
826,723435,4,221.0,16,0.0,-1
826,746784,8,540.0,17,0.0,-1
826,785562,1,536.0,13,0.0,-1
826,808429,9,536.0,17,0.0,-1
826,890199,1,248.0,13,0.0,-1
826,897009,5,520.0,20,0.0,-1
826,913794,13,231.0,18,0.0,-1
826,936615,6,230.0,16,0.0,-1
826,945411,4,560.0,17,0.0,-1
826,1026529,5,302.0,18,0.0,-1
826,1034798,3,334.0,14,0.0,-1
826,1047040,4,518.0,13,0.0,-1
826,1114058,8,528.0,10,0.0,-1
826,1157180,3,333.0,11,0.0,-1
826,1204132,13,236.0,17,0.0,-1
826,1217013,4,538.0,9,0.0,-1
826,1221505,2,478.0,14,0.0,-1
826,1222881,4,471.0,13,0.0,-1
826,1223801,2,533.0,14,0.0,-1
826,1236661,4,478.0,9,0.0,-1
826,1243916,4,446.0,13,0.0,-1
826,1296119,5,338.0,13,0.0,-1
826,1351053,0,554.0,9,0.0,-1
826,1413981,7,245.0,14,0.0,-1
826,1487102,5,480.0,11,0.0,-1
826,1503751,4,542.0,10,0.0,-1
826,1516844,0,226.0,13,0.0,-1
826,1573814,4,315.0,21,0.0,-1
826,1582180,8,542.0,10,0.0,-1
826,1591758,0,550.0,14,0.0,-1
826,1592682,5,480.0,9,0.0,-1
826,1595073,3,313.0,12,0.0,-1
826,1601536,5,307.0,12,0.0,-1
826,1638967,3,297.0,13,0.0,-1
826,1676317,5,224.0,11,0.0,-1
826,1685169,0,538.0,11,0.0,-1
826,1707309,4,487.0,11,0.0,-1
826,1778983,2,309.0,13,0.0,-1
826,1836292,5,465.0,12,0.0,-1
826,1866316,4,537.0,15,0.0,-1
826,1872891,3,224.0,24,0.0,-1
826,1905067,1,554.0,11,0.0,-1
826,1906261,1,518.0,20,0.0,-1
826,1985278,1,310.0,13,0.0,-1
826,2108882,5,297.0,19,0.0,-1
826,2117473,0,539.0,15,0.0,-1
826,2140936,0,297.0,20,0.0,-1
826,2149742,7,317.0,16,0.0,-1
826,2182681,6,541.0,14,0.0,-1
826,2186283,6,465.0,13,0.0,-1
826,2208076,3,552.0,11,0.0,-1
826,220293,7,244.0,9,0.0,1
826,379873,3,225.0,17,0.0,1
826,384468,0,269.0,18,0.0,1
826,565252,2,261.0,9,0.0,1
826,939749,6,249.0,7,0.0,1
826,944658,6,249.0,9,0.0,1
826,1164760,8,253.0,11,0.0,1
826,1659466,7,265.0,10,0.0,1
826,1810229,2,234.0,14,0.0,1
826,1832762,0,258.0,24,0.0,1
826,1982963,6,261.0,10,0.0,1
826,1987959,4,283.0,10,0.0,1
933,1739240,50,16.0,24,0.0,-1
933,477879,100,6.0,23,0.0,1
1118,49963,2,184.0,26,0.0,-1
1118,93433,1,162.0,27,0.0,-1
1118,341015,1,186.0,26,0.0,-1
1118,415282,0,191.0,25,0.0,-1
1118,488635,2,160.0,28,0.0,-1
1118,517119,1,191.0,25,0.0,-1
1118,521922,2,201.0,25,0.0,-1
1118,911302,1,191.0,25,0.0,-1
1118,1183023,1,184.0,26,0.0,-1
1118,1273213,3,183.0,25,0.0,-1
1118,1388769,1,158.0,28,0.0,-1
1118,1410287,1,191.0,25,0.0,-1
1118,1504258,1,175.0,25,0.0,-1
1118,1516619,1,191.0,25,0.0,-1
1118,1775910,1,172.0,27,0.0,-1
1118,2060484,2,156.0,28,0.0,-1
1118,2143292,3,182.0,27,0.0,-1
1118,961444,12,84.0,28,0.0,1
1118,1446566,13,81.0,29,0.0,1
2783,154377,68,134.0,25,0.0,-1
2783,212636,70,138.0,24,0.0,-1
2783,334024,95,134.0,30,0.0,-1
2783,350747,97,136.0,26,0.0,-1
2783,696269,80,134.0,27,0.0,-1
2783,704564,0,134.0,28,0.0,-1
2783,1241577,68,134.0,25,0.0,-1
2783,1272282,89,136.0,29,0.0,-1
2783,1459436,85,139.0,26,0.0,-1
2783,1561484,82,136.0,26,0.0,-1
2783,1756670,1298,134.0,25,0.0,-1
2783,1824008,80,134.0,27,0.0,-1
2783,1958753,70,138.0,24,0.0,-1
2783,2121492,67,134.0,25,0.0,-1
2783,208521,88,70.0,28,0.0,1
2783,1207662,88,70.0,28,0.0,1
2783,1898210,90,71.0,28,0.0,1
3105,603562,10,148.0,7,0.0,-1
3105,647574,3,165.0,11,0.0,-1
3105,792910,0,150.0,17,0.0,-1
3105,844605,4,148.0,18,0.0,-1
3105,863071,1,148.0,12,0.0,-1
3105,878798,3,232.0,9,0.0,-1
3105,1082346,1,146.0,9,0.0,-1
3105,1111156,8,148.0,22,0.0,-1
3105,1120799,0,146.0,9,0.0,-1
3105,1266789,6,165.0,12,0.0,-1
3105,1420740,7,146.0,8,0.0,-1
3105,1583963,2,219.0,14,0.0,-1
3105,2109712,0,158.0,10,0.0,-1
3105,2155401,7,77.0,31,0.0,-1
3105,191079,0,83.0,14,0.0,1
3105,226980,0,85.0,14,0.0,1
3105,273592,0,85.0,14,0.0,1
3105,529834,7,85.0,14,0.0,1
3105,556687,0,83.0,14,0.0,1
3105,1052455,0,86.0,14,0.0,1
3105,1319449,8,77.0,13,0.0,1
3105,1381158,0,83.0,14,0.0,1
3105,1698510,0,86.0,14,0.0,1
3105,1714445,0,83.0,14,0.0,1
3144,376255,3,88.0,53,0.0,-1
3144,428765,2,88.0,53,0.0,-1
3144,462200,2,88.0,53,0.0,-1
3144,487875,3,88.0,53,0.0,-1
3144,706045,2,88.0,53,0.0,-1
3144,1411535,2,88.0,53,0.0,-1
3144,1452311,3,88.0,53,0.0,-1
3144,1648377,0,88.0,53,0.0,-1
